x,y,t,ELEV,DEWP,STP,TEMP
108.5166666,41.5666666,35,1290.0,-23.28,878.1,-11.39
110.4333333,41.7,35,1377.0,-24.0,999.9,-13.06
114.0,41.9,35,1484.0,-24.0,854.9,-17.78
111.824103,40.851422,35,1083.86,-21.17,893.4,-10.83
113.0666666,41.0333333,35,1416.0,-24.44,999.9,-13.33
105.75,39.7833333,35,1143.0,-27.11,909.6,-9.44
107.4,40.7666666,35,1041.0,-24.78,906.8,-9.61
107.9833333,39.1,35,1381.0,-26.89,868.7,-11.94
109.9833333,39.8333333,35,1459.0,-22.72,858.8,-8.61
117.6,44.5833333,35,997.0,-30.89,908.7,-26.78
120.9,44.5666666,35,266.0,-28.11,997.9,-16.28
119.4,43.9833333,35,485.0,-28.61,970.9,-18.11
116.1166666,43.95,35,1004.0,-26.39,909.2,-20.44
118.0333333,43.6333333,35,825.4,-29.44,999.9,-19.67
122.2666666,43.6,35,180.0,-26.67,1008.9,-15.78
116.4666666,42.1833333,35,1247.0,-26.67,881.0,-21.17
118.8333333,42.3,35,567.0,-27.56,949.5,-16.33
120.7,42.3333333,35,401.0,-28.22,980.7,-15.39
121.7,50.45,36,733.0,-36.44,934.3,-31.06
123.7166666,49.2,36,288.0,-33.33,991.9,-27.61
116.8166666,48.6833333,36,556.7,-28.5,956.1,-25.0
121.9166666,48.7666666,36,739.0,-29.67,933.0,-23.11
119.9333333,47.1666666,36,997.0,-30.67,901.3,-25.56
116.9666666,45.5166666,36,840.0,-22.56,922.0,-18.56
101.0666666,41.95,36,941.0,-22.44,917.8,-9.67
102.3666666,41.3666666,36,960.0,-22.78,999.9,-9.44
104.5,40.75,36,1329.0,-24.0,873.6,-12.5
112.0,43.65,36,966.0,-21.72,909.6,-14.61
114.15,44.6166666,36,1183.0,-23.61,999.9,-18.44
110.1333333,42.5333333,36,1223.0,-22.78,880.9,-12.5
115.0,44.0166666,36,1147.7,-22.56,885.4,-17.28
106.3833333,41.45,36,1510.0,-24.78,852.5,-13.89
112.9,42.4,36,1152.0,-22.22,887.6,-12.67
108.5166666,41.5666666,36,1290.0,-23.06,875.2,-10.89
110.4333333,41.7,36,1377.0,-23.22,999.9,-11.83
114.0,41.9,36,1484.0,-22.33,849.0,-14.5
111.824103,40.851422,36,1083.86,-21.22,889.0,-8.78
113.0666666,41.0333333,36,1416.0,-24.78,999.9,-11.06
105.75,39.7833333,36,1143.0,-25.22,906.2,-9.28
107.4,40.7666666,36,1041.0,-26.06,904.1,-7.72
107.9833333,39.1,36,1381.0,-25.0,865.4,-9.22
109.9833333,39.8333333,36,1459.0,-23.0,855.0,-8.89
117.6,44.5833333,36,997.0,-22.0,901.7,-18.33
120.9,44.5666666,36,266.0,-27.5,994.2,-14.44
119.4,43.9833333,36,485.0,-24.22,965.0,-14.78
116.1166666,43.95,36,1004.0,-20.72,901.9,-15.39
118.0333333,43.6333333,36,825.4,-24.0,999.9,-14.83
122.2666666,43.6,36,180.0,-26.11,1006.0,-15.72
116.4666666,42.1833333,36,1247.0,-21.5,874.4,-14.67
118.8333333,42.3,36,567.0,-25.11,942.7,-12.44
120.7,42.3333333,36,401.0,-26.06,976.1,-13.56
121.7,50.45,37,733.0,-34.83,924.7,-30.5
123.7166666,49.2,37,288.0,-31.28,982.6,-26.11
116.8166666,48.6833333,37,556.7,-23.44,947.0,-19.22
121.9166666,48.7666666,37,739.0,-26.83,926.3,-21.61
119.9333333,47.1666666,37,997.0,-28.28,898.5,-23.94
116.9666666,45.5166666,37,840.0,-23.06,919.6,-18.33
101.0666666,41.95,37,941.0,-21.78,914.0,-6.5
102.3666666,41.3666666,37,960.0,-23.44,999.9,-7.61
104.5,40.75,37,1329.0,-23.33,870.5,-11.0
112.0,43.65,37,966.0,-24.56,908.8,-15.06
114.15,44.6166666,37,1183.0,-25.0,999.9,-18.22
110.1333333,42.5333333,37,1223.0,-24.17,879.5,-13.06
115.0,44.0166666,37,1147.7,-24.11,886.2,-17.78
106.3833333,41.45,37,1510.0,-22.22,848.5,-11.28
112.9,42.4,37,1152.0,-23.0,888.6,-14.61
108.5166666,41.5666666,37,1290.0,-22.06,874.0,-11.89
110.4333333,41.7,37,1377.0,-24.0,999.9,-12.33
114.0,41.9,37,1484.0,-24.11,850.3,-18.83
111.824103,40.851422,37,1083.86,-24.61,890.1,-13.61
113.0666666,41.0333333,37,1416.0,-25.33,999.9,-13.89
105.75,39.7833333,37,1143.0,-24.33,903.9,-9.61
107.4,40.7666666,37,1041.0,-23.0,902.6,-9.78
107.9833333,39.1,37,1381.0,-25.22,864.3,-11.89
109.9833333,39.8333333,37,1459.0,-25.39,855.0,-10.94
117.6,44.5833333,37,997.0,-24.17,902.4,-19.0
120.9,44.5666666,37,266.0,-23.89,990.2,-14.11
119.4,43.9833333,37,485.0,-24.89,963.9,-15.0
116.1166666,43.95,37,1004.0,-23.17,903.3,-16.67
118.0333333,43.6333333,37,825.4,-24.89,999.9,-15.72
122.2666666,43.6,37,180.0,-23.44,1002.6,-13.28
116.4666666,42.1833333,37,1247.0,-24.5,876.4,-19.56
118.8333333,42.3,37,567.0,-23.61,944.0,-13.11
120.7,42.3333333,37,401.0,-23.56,974.9,-13.83
121.7,50.45,38,733.0,-30.56,917.4,-26.22
123.7166666,49.2,38,288.0,-25.44,973.6,-20.94
116.8166666,48.6833333,38,556.7,-21.89,939.0,-17.22
121.9166666,48.7666666,38,739.0,-22.22,915.5,-16.11
119.9333333,47.1666666,38,997.0,-23.72,886.4,-18.78
116.9666666,45.5166666,38,840.0,-18.44,907.6,-12.78
101.0666666,41.95,38,941.0,-19.72,909.5,-9.17
102.3666666,41.3666666,38,960.0,-19.89,999.9,-7.56
104.5,40.75,38,1329.0,-19.94,864.6,-7.39
112.0,43.65,38,966.0,-20.89,894.9,-9.06
114.15,44.6166666,38,1183.0,-21.28,999.9,-12.44
110.1333333,42.5333333,38,1223.0,-23.0,868.0,-9.72
115.0,44.0166666,38,1147.7,-20.33,872.8,-10.44
106.3833333,41.45,38,1510.0,-20.06,842.4,-11.33
112.9,42.4,38,1152.0,-21.06,876.0,-7.33
108.5166666,41.5666666,38,1290.0,-20.5,864.4,-9.67
110.4333333,41.7,38,1377.0,-22.44,999.9,-8.67
114.0,41.9,38,1484.0,-21.0,840.0,-9.94
111.824103,40.851422,38,1083.86,-21.44,879.7,-8.5
113.0666666,41.0333333,38,1416.0,-24.06,999.9,-7.94
105.75,39.7833333,38,1143.0,-21.44,899.1,-5.22
107.4,40.7666666,38,1041.0,-22.39,893.3,-6.0
107.9833333,39.1,38,1381.0,-22.56,856.6,-6.83
109.9833333,39.8333333,38,1459.0,-21.56,846.5,-6.89
117.6,44.5833333,38,997.0,-17.89,888.7,-11.89
120.9,44.5666666,38,266.0,-22.94,976.1,-6.78
119.4,43.9833333,38,485.0,-22.22,949.2,-7.33
116.1166666,43.95,38,1004.0,-19.22,889.4,-9.5
118.0333333,43.6333333,38,825.4,-22.0,999.9,-5.78
122.2666666,43.6,38,180.0,-17.67,989.4,-6.22
116.4666666,42.1833333,38,1247.0,-21.56,865.7,-9.72
118.8333333,42.3,38,567.0,-23.28,932.7,-7.17
120.7,42.3333333,38,401.0,-23.39,963.8,-6.06
121.7,50.45,39,733.0,-33.17,923.4,-28.89
123.7166666,49.2,39,288.0,-23.17,978.4,-18.11
116.8166666,48.6833333,39,556.7,-25.5,949.8,-20.83
121.9166666,48.7666666,39,739.0,-26.28,923.1,-20.72
119.9333333,47.1666666,39,997.0,-26.89,895.0,-22.67
116.9666666,45.5166666,39,840.0,-25.56,919.2,-20.72
101.0666666,41.95,39,941.0,-26.39,919.8,-12.17
102.3666666,41.3666666,39,960.0,-26.33,999.9,-11.61
104.5,40.75,39,1329.0,-25.56,873.8,-13.17
112.0,43.65,39,966.0,-26.72,909.8,-17.89
114.15,44.6166666,39,1183.0,-27.22,999.9,-21.83
110.1333333,42.5333333,39,1223.0,-27.33,881.4,-18.11
115.0,44.0166666,39,1147.7,-25.0,883.8,-20.11
106.3833333,41.45,39,1510.0,-21.83,851.4,-17.44
112.9,42.4,39,1152.0,-25.17,888.5,-18.0
108.5166666,41.5666666,39,1290.0,-26.28,875.6,-15.44
110.4333333,41.7,39,1377.0,-27.44,999.9,-16.78
114.0,41.9,39,1484.0,-26.33,849.2,-20.0
111.824103,40.851422,39,1083.86,-26.56,890.0,-12.83
113.0666666,41.0333333,39,1416.0,-30.17,999.9,-15.33
105.75,39.7833333,39,1143.0,-25.22,907.6,-10.0
107.4,40.7666666,39,1041.0,-26.11,905.0,-11.67
107.9833333,39.1,39,1381.0,-23.06,865.8,-10.78
109.9833333,39.8333333,39,1459.0,-22.78,855.4,-12.89
117.6,44.5833333,39,997.0,-24.83,899.5,-20.22
120.9,44.5666666,39,266.0,-24.67,986.5,-10.67
119.4,43.9833333,39,485.0,-25.22,960.1,-11.78
116.1166666,43.95,39,1004.0,-24.0,900.4,-18.5
118.0333333,43.6333333,39,825.4,-26.28,999.9,-14.61
122.2666666,43.6,39,180.0,-23.28,997.3,-8.83
116.4666666,42.1833333,39,1247.0,-23.56,874.1,-18.11
118.8333333,42.3,39,567.0,-24.83,940.1,-10.22
120.7,42.3333333,39,401.0,-23.83,970.0,-6.61
121.7,50.45,40,733.0,-33.22,922.4,-28.67
123.7166666,49.2,40,288.0,-29.61,977.4,-22.22
116.8166666,48.6833333,40,556.7,-28.28,950.3,-22.67
121.9166666,48.7666666,40,739.0,-29.67,922.0,-23.83
119.9333333,47.1666666,40,997.0,-32.22,894.8,-27.67
116.9666666,45.5166666,40,840.0,-30.17,919.9,-24.39
101.0666666,41.95,40,941.0,-26.33,921.2,-10.78
102.3666666,41.3666666,40,960.0,-26.56,999.9,-11.56
104.5,40.75,40,1329.0,-27.56,876.2,-14.61
112.0,43.65,40,966.0,-27.22,910.0,-18.33
114.15,44.6166666,40,1183.0,-31.67,999.9,-25.17
110.1333333,42.5333333,40,1223.0,-27.61,882.0,-17.83
115.0,44.0166666,40,1147.7,-29.94,885.0,-24.0
106.3833333,41.45,40,1510.0,-26.17,853.6,-18.89
112.9,42.4,40,1152.0,-26.78,888.7,-18.06
108.5166666,41.5666666,40,1290.0,-25.0,876.8,-15.72
110.4333333,41.7,40,1377.0,-25.11,999.9,-16.5
114.0,41.9,40,1484.0,-26.72,849.2,-20.39
111.824103,40.851422,40,1083.86,-26.22,891.2,-13.28
113.0666666,41.0333333,40,1416.0,-28.39,999.9,-16.94
105.75,39.7833333,40,1143.0,-26.28,911.2,-11.67
107.4,40.7666666,40,1041.0,-28.39,907.1,-12.67
107.9833333,39.1,40,1381.0,-26.78,868.0,-13.0
109.9833333,39.8333333,40,1459.0,-24.5,857.1,-14.72
117.6,44.5833333,40,997.0,-30.67,900.1,-24.94
120.9,44.5666666,40,266.0,-29.17,988.5,-16.44
119.4,43.9833333,40,485.0,-31.0,962.2,-16.44
116.1166666,43.95,40,1004.0,-29.17,901.9,-22.0
118.0333333,43.6333333,40,825.4,-31.72,999.9,-19.22
122.2666666,43.6,40,180.0,-28.94,1000.1,-14.94
116.4666666,42.1833333,40,1247.0,-25.94,874.7,-19.83
118.8333333,42.3,40,567.0,-30.33,942.9,-16.06
120.7,42.3333333,40,401.0,-32.0,973.8,-14.44
121.7,50.45,41,733.0,-26.22,919.9,-22.06
123.7166666,49.2,41,288.0,-28.94,975.3,-23.61
116.8166666,48.6833333,41,556.7,-25.06,947.8,-19.28
121.9166666,48.7666666,41,739.0,-25.5,919.0,-19.94
119.9333333,47.1666666,41,997.0,-30.22,892.5,-25.89
116.9666666,45.5166666,41,840.0,-27.44,918.5,-21.44
101.0666666,41.95,41,941.0,-24.17,922.2,-7.67
102.3666666,41.3666666,41,960.0,-24.94,999.9,-8.89
104.5,40.75,41,1329.0,-25.83,878.0,-12.33
112.0,43.65,41,966.0,-25.56,910.3,-16.61
114.15,44.6166666,41,1183.0,-28.06,999.9,-21.56
110.1333333,42.5333333,41,1223.0,-26.67,882.8,-15.67
115.0,44.0166666,41,1147.7,-27.78,884.6,-21.5
106.3833333,41.45,41,1510.0,-26.11,855.6,-16.22
112.9,42.4,41,1152.0,-26.22,889.2,-16.44
108.5166666,41.5666666,41,1290.0,-25.67,878.5,-13.61
110.4333333,41.7,41,1377.0,-25.5,867.0,-14.06
114.0,41.9,41,1484.0,-26.39,849.4,-19.06
111.824103,40.851422,41,1083.86,-24.44,892.0,-11.78
113.0666666,41.0333333,41,1416.0,-27.28,999.9,-15.5
105.75,39.7833333,41,1143.0,-26.89,912.2,-10.33
107.4,40.7666666,41,1041.0,-25.44,908.7,-10.61
107.9833333,39.1,41,1381.0,-27.0,870.4,-12.61
109.9833333,39.8333333,41,1459.0,-26.22,859.0,-12.89
117.6,44.5833333,41,997.0,-28.0,898.8,-22.0
120.9,44.5666666,41,266.0,-27.39,984.6,-14.89
119.4,43.9833333,41,485.0,-27.56,958.9,-14.72
116.1166666,43.95,41,1004.0,-27.33,901.3,-20.11
118.0333333,43.6333333,41,825.4,-29.61,919.0,-17.11
122.2666666,43.6,41,180.0,-27.56,996.1,-15.11
116.4666666,42.1833333,41,1247.0,-25.78,874.2,-19.06
118.8333333,42.3,41,567.0,-28.33,940.3,-14.5
120.7,42.3333333,41,401.0,-30.11,970.4,-13.0
121.7,50.45,42,733.0,-31.11,920.0,-26.11
123.7166666,49.2,42,288.0,-28.83,975.9,-24.11
116.8166666,48.6833333,42,556.7,-23.83,946.5,-18.83
121.9166666,48.7666666,42,739.0,-26.56,920.3,-20.17
119.9333333,47.1666666,42,997.0,-32.56,893.2,-28.17
116.9666666,45.5166666,42,840.0,-23.72,916.2,-18.67
101.0666666,41.95,42,941.0,-22.06,912.5,-5.11
102.3666666,41.3666666,42,960.0,-22.28,999.9,-4.17
104.5,40.75,42,1329.0,-24.06,870.5,-7.44
112.0,43.65,42,966.0,-22.89,904.4,-10.89
114.15,44.6166666,42,1183.0,-22.44,999.9,-15.72
110.1333333,42.5333333,42,1223.0,-24.83,876.1,-6.94
115.0,44.0166666,42,1147.7,-22.83,882.0,-15.78
106.3833333,41.45,42,1510.0,-21.56,848.2,-8.67
112.9,42.4,42,1152.0,-22.11,884.2,-8.33
108.5166666,41.5666666,42,1290.0,-22.06,871.9,-8.67
110.4333333,41.7,42,1377.0,-23.17,999.9,-7.56
114.0,41.9,42,1484.0,-21.5,846.9,-10.61
111.824103,40.851422,42,1083.86,-22.44,887.6,-9.28
113.0666666,41.0333333,42,1416.0,-24.22,999.9,-7.78
105.75,39.7833333,42,1143.0,-24.89,904.3,-6.56
107.4,40.7666666,42,1041.0,-22.28,900.5,-4.89
107.9833333,39.1,42,1381.0,-25.56,864.6,-7.61
109.9833333,39.8333333,42,1459.0,-24.28,854.8,-5.56
117.6,44.5833333,42,997.0,-23.33,897.4,-17.72
120.9,44.5666666,42,266.0,-24.67,984.2,-12.28
119.4,43.9833333,42,485.0,-24.06,957.6,-12.06
116.1166666,43.95,42,1004.0,-22.5,898.7,-16.33
118.0333333,43.6333333,42,825.4,-24.72,999.9,-13.11
122.2666666,43.6,42,180.0,-24.39,995.1,-11.39
116.4666666,42.1833333,42,1247.0,-21.78,872.1,-14.06
118.8333333,42.3,42,567.0,-23.33,938.2,-10.39
120.7,42.3333333,42,401.0,-26.33,968.9,-10.44
121.7,50.45,43,733.0,-31.11,920.8,-25.5
123.7166666,49.2,43,288.0,-28.33,974.7,-22.78
116.8166666,48.6833333,43,556.7,-21.11,945.2,-17.11
121.9166666,48.7666666,43,739.0,-25.44,920.1,-18.28
119.9333333,47.1666666,43,997.0,-26.22,892.1,-21.5
116.9666666,45.5166666,43,840.0,-19.61,913.6,-15.39
101.0666666,41.95,43,941.0,-19.5,906.6,-3.39
102.3666666,41.3666666,43,960.0,-20.33,999.9,-2.06
104.5,40.75,43,1329.0,-21.28,863.9,-3.61
112.0,43.65,43,966.0,-21.61,901.2,-11.56
114.15,44.6166666,43,1183.0,-21.89,999.9,-14.94
110.1333333,42.5333333,43,1223.0,-21.89,872.8,-7.61
115.0,44.0166666,43,1147.7,-20.44,878.1,-14.0
106.3833333,41.45,43,1510.0,-19.61,843.9,-7.83
112.9,42.4,43,1152.0,-20.33,880.1,-7.94
108.5166666,41.5666666,43,1290.0,-19.94,866.7,-5.39
110.4333333,41.7,43,1377.0,-21.94,999.9,-6.78
114.0,41.9,43,1484.0,-19.83,842.9,-9.22
111.824103,40.851422,43,1083.86,-19.94,881.5,-4.94
113.0666666,41.0333333,43,1416.0,-23.11,999.9,-5.94
105.75,39.7833333,43,1143.0,-22.94,897.0,-1.78
107.4,40.7666666,43,1041.0,-20.83,894.2,-2.0
107.9833333,39.1,43,1381.0,-23.78,856.8,-3.44
109.9833333,39.8333333,43,1459.0,-21.56,847.9,-3.06
117.6,44.5833333,43,997.0,-18.22,893.7,-13.78
120.9,44.5666666,43,266.0,-19.06,981.1,-9.06
119.4,43.9833333,43,485.0,-19.94,953.9,-8.67
116.1166666,43.95,43,1004.0,-19.06,894.2,-11.89
118.0333333,43.6333333,43,825.4,-21.39,999.9,-8.94
122.2666666,43.6,43,180.0,-20.33,992.0,-7.39
116.4666666,42.1833333,43,1247.0,-19.22,867.6,-8.61
118.8333333,42.3,43,567.0,-20.5,932.8,-5.39
120.7,42.3333333,43,401.0,-21.0,964.1,-6.83
121.7,50.45,44,733.0,-31.83,924.8,-25.94
123.7166666,49.2,44,288.0,-25.39,979.0,-17.17
116.8166666,48.6833333,44,556.7,-22.67,949.9,-17.0
121.9166666,48.7666666,44,739.0,-24.17,925.1,-17.28
119.9333333,47.1666666,44,997.0,-28.06,898.2,-24.11
116.9666666,45.5166666,44,840.0,-23.78,921.3,-17.78
101.0666666,41.95,44,941.0,-18.5,910.8,-4.06
102.3666666,41.3666666,44,960.0,-20.78,999.9,-5.67
104.5,40.75,44,1329.0,-20.39,868.2,-5.39
112.0,43.65,44,966.0,-26.67,910.2,-14.67
114.15,44.6166666,44,1183.0,-25.28,999.9,-17.28
110.1333333,42.5333333,44,1223.0,-29.0,880.0,-11.72
115.0,44.0166666,44,1147.7,-25.67,886.8,-16.83
106.3833333,41.45,44,1510.0,-18.94,847.8,-7.22
112.9,42.4,44,1152.0,-25.83,888.8,-13.5
108.5166666,41.5666666,44,1290.0,-22.28,872.4,-8.17
110.4333333,41.7,44,1377.0,-26.22,999.9,-11.11
114.0,41.9,44,1484.0,-25.17,850.5,-15.0
111.824103,40.851422,44,1083.86,-22.61,887.8,-8.06
113.0666666,41.0333333,44,1416.0,-26.11,999.9,-11.06
105.75,39.7833333,44,1143.0,-20.5,901.6,-3.78
107.4,40.7666666,44,1041.0,-18.39,900.1,-5.39
107.9833333,39.1,44,1381.0,-21.83,861.3,-7.22
109.9833333,39.8333333,44,1459.0,-19.56,853.0,-5.17
117.6,44.5833333,44,997.0,-23.5,902.2,-16.78
120.9,44.5666666,44,266.0,-22.56,988.6,-10.28
119.4,43.9833333,44,485.0,-22.89,962.5,-10.72
116.1166666,43.95,44,1004.0,-24.78,903.5,-16.33
118.0333333,43.6333333,44,825.4,-25.17,999.9,-12.28
122.2666666,43.6,44,180.0,-21.06,999.2,-9.33
116.4666666,42.1833333,44,1247.0,-24.06,876.4,-15.0
118.8333333,42.3,44,567.0,-25.56,942.8,-8.94
120.7,42.3333333,44,401.0,-24.0,973.1,-8.67
121.7,50.45,45,733.0,-27.78,923.9,-23.72
123.7166666,49.2,45,288.0,-21.72,977.8,-15.94
116.8166666,48.6833333,45,556.7,-21.44,947.6,-16.67
121.9166666,48.7666666,45,739.0,-21.83,922.1,-16.22
119.9333333,47.1666666,45,997.0,-24.61,894.3,-19.67
116.9666666,45.5166666,45,840.0,-21.44,917.1,-15.11
101.0666666,41.95,45,941.0,-19.0,909.7,-3.0
102.3666666,41.3666666,45,960.0,-20.39,999.9,-5.39
104.5,40.75,45,1329.0,-19.56,867.1,-5.33
112.0,43.65,45,966.0,-24.56,905.3,-11.17
114.15,44.6166666,45,1183.0,-23.72,999.9,-15.0
110.1333333,42.5333333,45,1223.0,-24.06,876.9,-7.61
115.0,44.0166666,45,1147.7,-23.11,882.5,-13.5
106.3833333,41.45,45,1510.0,-18.56,846.8,-7.28
112.9,42.4,45,1152.0,-22.39,884.4,-7.89
108.5166666,41.5666666,45,1290.0,-20.56,870.6,-6.94
110.4333333,41.7,45,1377.0,-22.61,999.9,-5.78
114.0,41.9,45,1484.0,-21.39,847.4,-9.33
111.824103,40.851422,45,1083.86,-21.06,885.8,-5.67
113.0666666,41.0333333,45,1416.0,-23.5,999.9,-7.28
105.75,39.7833333,45,1143.0,-21.39,900.2,-4.78
107.4,40.7666666,45,1041.0,-16.17,898.2,-5.17
107.9833333,39.1,45,1381.0,-20.56,860.6,-4.22
109.9833333,39.8333333,45,1459.0,-19.22,851.8,-2.5
117.6,44.5833333,45,997.0,-19.94,897.9,-13.06
120.9,44.5666666,45,266.0,-21.06,984.0,-6.06
119.4,43.9833333,45,485.0,-21.11,957.6,-6.17
116.1166666,43.95,45,1004.0,-21.72,899.0,-12.11
118.0333333,43.6333333,45,825.4,-23.06,999.9,-7.22
122.2666666,43.6,45,180.0,-20.78,995.5,-5.72
116.4666666,42.1833333,45,1247.0,-21.0,872.7,-9.56
118.8333333,42.3,45,567.0,-24.0,938.8,-5.11
120.7,42.3333333,45,401.0,-26.17,970.1,-4.56
121.7,50.45,46,733.0,-31.89,926.2,-26.17
123.7166666,49.2,46,288.0,-26.83,980.6,-19.11
116.8166666,48.6833333,46,556.7,-26.33,953.1,-20.61
121.9166666,48.7666666,46,739.0,-27.0,925.8,-20.5
119.9333333,47.1666666,46,997.0,-32.06,898.4,-27.61
116.9666666,45.5166666,46,840.0,-25.11,921.3,-19.28
101.0666666,41.95,46,941.0,-16.22,911.2,-0.94
102.3666666,41.3666666,46,960.0,-18.17,999.9,-1.78
104.5,40.75,46,1329.0,-19.0,867.9,-1.72
112.0,43.65,46,966.0,-25.94,907.1,-11.33
114.15,44.6166666,46,1183.0,-25.5,999.9,-15.22
110.1333333,42.5333333,46,1223.0,-24.39,877.6,-6.56
115.0,44.0166666,46,1147.7,-25.28,885.6,-15.56
106.3833333,41.45,46,1510.0,-19.06,847.2,-4.28
112.9,42.4,46,1152.0,-24.67,886.1,-9.33
108.5166666,41.5666666,46,1290.0,-20.17,871.3,-4.44
110.4333333,41.7,46,1377.0,-23.56,999.9,-5.33
114.0,41.9,46,1484.0,-24.11,848.9,-11.89
111.824103,40.851422,46,1083.86,-21.28,886.8,-5.39
113.0666666,41.0333333,46,1416.0,-26.89,999.9,-7.5
105.75,39.7833333,46,1143.0,-19.89,901.4,-2.94
107.4,40.7666666,46,1041.0,-17.11,899.0,-3.89
107.9833333,39.1,46,1381.0,-21.0,861.4,-3.94
109.9833333,39.8333333,46,1459.0,-20.5,852.9,-1.5
117.6,44.5833333,46,997.0,-26.11,902.2,-20.22
120.9,44.5666666,46,266.0,-25.17,989.0,-11.61
119.4,43.9833333,46,485.0,-25.67,962.5,-11.5
116.1166666,43.95,46,1004.0,-25.28,902.5,-16.39
118.0333333,43.6333333,46,825.4,-27.94,999.9,-14.06
122.2666666,43.6,46,180.0,-24.67,999.5,-10.06
116.4666666,42.1833333,46,1247.0,-23.89,875.2,-13.89
118.8333333,42.3,46,567.0,-25.5,942.2,-9.56
120.7,42.3333333,46,401.0,-26.78,973.0,-9.56
121.7,50.45,47,733.0,-32.89,930.8,-26.67
123.7166666,49.2,47,288.0,-28.5,985.1,-21.06
116.8166666,48.6833333,47,556.7,-25.11,955.6,-18.61
121.9166666,48.7666666,47,739.0,-27.89,930.5,-19.39
119.9333333,47.1666666,47,997.0,-32.39,902.4,-26.89
116.9666666,45.5166666,47,840.0,-25.0,922.2,-17.61
101.0666666,41.95,47,941.0,-17.44,914.4,-2.56
102.3666666,41.3666666,47,960.0,-17.5,999.9,-1.44
104.5,40.75,47,1329.0,-18.56,870.7,-2.83
112.0,43.65,47,966.0,-23.39,906.0,-9.72
114.15,44.6166666,47,1183.0,-23.94,999.9,-10.67
110.1333333,42.5333333,47,1223.0,-18.22,876.8,-4.28
115.0,44.0166666,47,1147.7,-21.67,884.0,-10.67
106.3833333,41.45,47,1510.0,-16.72,849.2,-5.61
112.9,42.4,47,1152.0,-19.0,884.6,-4.61
108.5166666,41.5666666,47,1290.0,-16.06,871.2,-2.67
110.4333333,41.7,47,1377.0,-15.89,999.9,-2.56
114.0,41.9,47,1484.0,-17.44,848.0,-5.83
111.824103,40.851422,47,1083.86,-18.33,886.3,-4.44
113.0666666,41.0333333,47,1416.0,-20.11,999.9,-3.83
105.75,39.7833333,47,1143.0,-15.11,903.8,-0.94
107.4,40.7666666,47,1041.0,-15.67,899.7,-0.5
107.9833333,39.1,47,1381.0,-13.78,863.2,-1.39
109.9833333,39.8333333,47,1459.0,-15.61,853.3,-1.22
117.6,44.5833333,47,997.0,-24.94,902.4,-19.0
120.9,44.5666666,47,266.0,-25.39,991.9,-9.22
119.4,43.9833333,47,485.0,-26.28,964.5,-11.5
116.1166666,43.95,47,1004.0,-20.5,901.2,-12.78
118.0333333,43.6333333,47,825.4,-27.06,999.9,-12.11
122.2666666,43.6,47,180.0,-25.0,1003.2,-9.22
116.4666666,42.1833333,47,1247.0,-19.0,873.8,-7.22
118.8333333,42.3,47,567.0,-25.28,942.8,-8.56
120.7,42.3333333,47,401.0,-26.78,975.1,-9.33
121.7,50.45,48,733.0,-33.0,930.8,-27.11
123.7166666,49.2,48,288.0,-26.83,985.8,-18.61
116.8166666,48.6833333,48,556.7,-22.39,956.6,-16.83
121.9166666,48.7666666,48,739.0,-24.11,931.1,-18.39
119.9333333,47.1666666,48,997.0,-28.39,903.6,-23.44
116.9666666,45.5166666,48,840.0,-22.89,925.3,-16.78
101.0666666,41.95,48,941.0,-19.67,915.6,-4.89
102.3666666,41.3666666,48,960.0,-18.89,999.9,-3.56
104.5,40.75,48,1329.0,-20.0,871.7,-4.39
112.0,43.65,48,966.0,-22.0,911.0,-10.06
114.15,44.6166666,48,1183.0,-22.61,999.9,-13.94
110.1333333,42.5333333,48,1223.0,-21.78,880.8,-6.83
115.0,44.0166666,48,1147.7,-22.0,888.7,-12.67
106.3833333,41.45,48,1510.0,-20.11,851.0,-7.11
112.9,42.4,48,1152.0,-21.83,889.1,-7.89
108.5166666,41.5666666,48,1290.0,-20.61,874.2,-3.33
110.4333333,41.7,48,1377.0,-20.39,999.9,-4.33
114.0,41.9,48,1484.0,-19.33,851.8,-8.22
111.824103,40.851422,48,1083.86,-17.5,888.9,-3.61
113.0666666,41.0333333,48,1416.0,-19.5,999.9,-5.33
105.75,39.7833333,48,1143.0,-19.11,904.4,-2.0
107.4,40.7666666,48,1041.0,-17.89,901.8,-1.0
107.9833333,39.1,48,1381.0,-20.06,864.7,-1.72
109.9833333,39.8333333,48,1459.0,-21.28,855.5,-1.67
117.6,44.5833333,48,997.0,-24.22,905.4,-18.83
120.9,44.5666666,48,266.0,-23.61,993.5,-8.06
119.4,43.9833333,48,485.0,-23.11,966.0,-9.89
116.1166666,43.95,48,1004.0,-20.78,905.2,-13.06
118.0333333,43.6333333,48,825.4,-24.11,999.9,-11.5
122.2666666,43.6,48,180.0,-24.06,1004.5,-7.61
116.4666666,42.1833333,48,1247.0,-21.72,877.6,-9.78
118.8333333,42.3,48,567.0,-21.67,945.0,-8.61
120.7,42.3333333,48,401.0,-26.11,976.6,-9.06
121.7,50.45,49,733.0,-33.0,929.1,-27.28
123.7166666,49.2,49,288.0,-27.17,983.8,-19.28
116.8166666,48.6833333,49,556.7,-22.72,955.4,-17.28
121.9166666,48.7666666,49,739.0,-24.5,929.1,-18.39
119.9333333,47.1666666,49,997.0,-25.89,901.7,-22.0
